PC4,OBJECTID,Aantal_adr,Aantal_mul,SHAPE_Leng,SHAPE_Area,GM_NAAM,A_VAC,INWONER,MAN,VROUW,INW_014,INW_1524,INW_2544,INW_4564,INW_65PL,P_NL_ACHTG,P_WE_MIG_A,P_NW_MIG_A,AANTAL_HH,TOTHH_EENP,TOTHH_MPZK,HH_EENOUD,HH_TWEEOUD,GEM_HH_GR,WONING,WONVOOR45,WON_4564,WON_6574,WON_7584,WON_8594,WON_9504,WON_0514,WON_1524,WON_MRGEZ,P_KOOPWON,P_HUURWON,WON_HCORP,WON_NBEW,WOZWONING,UITKMINAOW,OAD,STED,ZORGINSTELLING,INW_ZORG,P_VAC,P_ZORG,P_65PL,P_4564,P_2544,P_1524,P_VROUW,P_UITKMINAOW,pred,diffLM,diffLM_inv,Id,pc4_z,pc4_bins
4251,1401,5267,1,0.795109836042763,0.008388959349819,Altena,2270,11295,5645,5645,2235,1540,2535,2885,2105,90,0,0,4265,1200,1280,220,1550,2.6,4340,630,715,735,750,590,525,320,80,625,60,40,1265,140,254,505,924,4,0,0,20.0973882248783,0,18.6365648517043,25.5422753430722,22.4435590969456,13.6343514829571,49.9778663125277,4.47100486941124,24.0469870511726,3.95,-3.95,1,1.26560497375408,6
4254,1402,2759,1,0.177596025728804,0.001266065064949,Altena,1700,5750,2865,2885,960,655,1245,1600,1290,90,0,0,2340,615,815,110,795,2.4,2360,240,340,480,350,310,265,200,175,265,80,20,465,50,286,255,619,4,1,30,29.5652173913044,0.521739130434783,22.4347826086957,27.8260869565217,21.6521739130435,11.3913043478261,50.1739130434783,4.43478260869565,27.7099579132303,-1.86,1.86,2,-0.682067808683144,3
4255,1403,1759,1,0.226405906931332,0.001396583052862,Altena,1099,3670,1865,1805,580,395,890,1075,725,90,0,0,1560,450,515,80,510,2.3,1595,315,270,250,260,155,135,105,105,130,60,40,525,30,251,185,383,5,0,0,29.9455040871935,0,19.7547683923706,29.291553133515,24.2506811989101,10.7629427792916,49.1825613079019,5.04087193460491,26.265402887996,-3.68,3.68,3,-1.29218217426589,3
4261,1404,2881,1,0.305729400038969,0.002328663732698,Altena,1177,6545,3290,3260,1250,905,1460,1740,1190,90,10,0,2430,645,720,135,920,2.6,2480,325,345,280,385,265,330,440,115,460,70,30,505,130,280,285,577,4,0,0,17.9831932773109,0,18.1818181818182,26.585179526356,22.3071046600458,13.8273491214668,49.8090145148969,4.35446906035141,23.878518833033,5.9,-5.9,4,1.91929893687845,7
4264,1405,1471,1,0.102368166490255,0.000404380744299,Altena,420,2915,1525,1390,590,375,800,720,435,90,10,0,1160,365,310,60,425,2.5,1140,145,140,150,110,140,190,175,90,135,70,30,215,105,272,135,345,5,1,55,14.4082332761578,1.88679245283019,14.9228130360206,24.6998284734134,27.4442538593482,12.8644939965695,47.6843910806175,4.63121783876501,21.3417739371472,6.93,-6.93,5,2.26458344047747,8
4265,1406,737,1,0.174671778928006,0.000611025804468,Altena,433,1725,880,845,290,225,380,510,320,100,0,0,675,170,205,35,260,2.5,670,80,155,135,80,85,40,85,,50,80,20,100,15,277,75,199,5,1,125,25.1014492753623,7.2463768115942,18.5507246376812,29.5652173913044,22.0289855072464,13.0434782608696,48.9855072463768,4.34782608695652,24.9395114451379,-0.16,0.16,6,-0.112180763908053,4
4266,1407,416,1,0.158461242960121,0.000778583828604,Altena,205,835,425,410,130,95,205,245,155,90,0,0,350,90,130,20,115,2.4,355,25,75,75,45,30,25,70,15,10,70,30,60,10,272,45,115,5,0,0,24.5508982035928,0,18.562874251497,29.3413173652695,24.5508982035928,11.377245508982,49.1017964071856,5.38922155688623,25.2640605557851,0.71,-0.71,7,0.179467311947434,5
4267,1408,186,1,0.169064012001112,0.000841705872584,Altena,111,410,215,195,65,40,75,160,75,90,10,,165,40,60,5,60,2.5,165,15,75,10,20,10,15,10,5,,90,10,15,5,342,15,42,5,0,0,27.0731707317073,0,18.2926829268293,39.0243902439024,18.2926829268293,9.75609756097561,47.5609756097561,3.65853658536585,28.3057513897154,1.23,-1.23,8,0.353785702113933,5
4268,1409,307,1,0.141128575188888,0.000615694653328,Altena,160,710,370,340,115,90,145,225,140,100,0,0,275,60,110,10,95,2.6,285,25,85,80,30,25,20,10,,10,80,20,40,10,263,30,89,5,0,0,22.5352112676056,0,19.7183098591549,31.6901408450704,20.4225352112676,12.6760563380282,47.887323943662,4.22535211267606,26.3524723799419,3.82,-3.82,9,1.22202537621245,6
4269,1410,175,1,0.222116802822835,0.001188603520644,Altena,115,415,210,205,75,50,85,120,85,100,0,,155,30,60,5,60,2.7,160,60,35,10,20,10,5,15,5,,90,10,5,10,345,10,32,5,0,0,27.710843373494,0,20.4819277108434,28.9156626506024,20.4819277108434,12.0481927710843,49.3975903614458,2.40963855421687,26.6452693698912,-1.07,1.07,10,-0.417237946699426,4
4271,1411,1217,1,0.269707747556246,0.00187969691273,Altena,760,2470,1250,1220,390,255,560,705,560,90,0,0,1035,280,370,50,330,2.4,1045,185,185,200,205,80,70,95,30,70,70,30,240,40,279,140,246,5,1,45,30.7692307692308,1.82186234817814,22.6720647773279,28.5425101214575,22.6720647773279,10.3238866396761,49.3927125506073,5.66801619433198,28.2744489804954,-2.49,2.49,11,-0.893261242923325,3
4273,1412,2220,1,0.360804404787903,0.003180067126813,Altena,1361,4305,2190,2115,630,480,885,1390,920,90,10,0,1840,475,700,130,520,2.3,1645,195,250,320,310,230,175,85,70,155,70,30,415,60,259,270,376,5,0,0,31.6144018583043,0,21.3704994192799,32.288037166086,20.5574912891986,11.1498257839721,49.1289198606272,6.27177700348432,28.0586765220025,-3.56,3.56,12,-1.25195485345824,3
4281,1413,1147,1,0.17835921689544,0.000884240972606,Altena,623,2465,1265,1205,445,285,565,690,480,90,10,0,950,235,305,50,355,2.5,985,125,165,245,170,105,60,75,40,55,70,30,205,60,277,120,271,5,1,35,25.2738336713996,1.41987829614604,19.47261663286,27.9918864097363,22.920892494929,11.5618661257607,48.8843813387424,4.86815415821501,25.7580203021547,0.48,-0.48,13,0.102364947066099,5
4283,1414,890,1,0.144190029007644,0.000622959787222,Altena,433,1625,840,780,310,165,395,440,315,90,10,0,645,170,205,35,230,2.5,630,45,125,210,65,85,35,25,40,70,70,30,130,15,246,85,280,5,0,0,26.6461538461539,0,19.3846153846154,27.0769230769231,24.3076923076923,10.1538461538462,48,5.23076923076923,25.9850878200345,-0.66,0.66,14,-0.279794600606609,4
4284,1415,824,1,0.14736163109292,0.000503511346232,Altena,517,1830,915,915,320,210,415,500,390,90,10,0,740,180,265,40,255,2.5,750,90,130,145,80,30,150,75,45,55,60,40,240,30,271,90,294,5,0,0,28.2513661202186,0,21.3114754098361,27.3224043715847,22.6775956284153,11.4754098360656,50,4.91803278688525,26.7884163727999,-1.46,1.46,15,-0.547976739324299,4
4285,1416,2248,1,0.149375958637694,0.0009846793466,Altena,1444,4675,2295,2380,720,535,970,1440,1010,90,10,0,2005,570,700,150,575,2.3,2005,280,285,295,300,255,225,295,65,330,70,30,615,45,270,255,525,4,1,145,30.8877005347594,3.10160427807487,21.6042780748663,30.8021390374332,20.7486631016043,11.4438502673797,50.9090909090909,5.45454545454545,27.8044316040179,-3.08,3.08,16,-1.09104557022762,3
4286,1417,1671,1,0.321288873624937,0.002855355820866,Altena,949,3700,1805,1895,585,415,850,1080,770,90,0,0,1525,450,490,90,495,2.4,1550,240,190,200,375,155,175,120,100,170,70,30,440,45,284,195,301,5,1,60,25.6486486486487,1.62162162162162,20.8108108108108,29.1891891891892,22.972972972973,11.2162162162162,51.2162162162162,5.27027027027027,26.8538767156814,1.21,-1.21,17,0.347081148645991,5
4287,1418,114,1,0.073007122179669,0.000171869806537,Altena,61,275,135,135,60,30,75,65,45,100,0,,100,20,35,,45,2.7,100,15,25,15,10,20,,5,10,,90,10,,,300,5,59,5,0,0,22.1818181818182,0,16.3636363636364,23.6363636363636,27.2727272727273,10.9090909090909,49.0909090909091,1.81818181818182,22.9188854571897,0.74,-0.74,18,0.189524142149348,5
4288,1419,145,1,0.139188463493545,0.000673854802276,Altena,88,345,175,170,50,45,60,120,70,100,0,,135,25,55,10,45,2.6,135,40,30,15,25,10,20,,,,80,20,20,5,351,10,68,5,0,0,25.5072463768116,0,20.2898550724638,34.7826086956522,17.3913043478261,13.0434782608696,49.2753623188406,2.89855072463768,27.465083167136,1.96,-1.96,19,0.598501903693825,5
4611,1565,6132,1,0.07344101917535,0.000199983192016,Bergen op Zoom,2520,9210,4595,4615,875,945,2460,2730,2200,80,10,10,5015,2540,1480,290,690,1.8,5200,2455,95,135,1270,355,210,265,420,2975,50,50,1470,360,215,910,2891,1,1,335,27.3615635179153,3.63735070575462,23.8870792616721,29.6416938110749,26.7100977198697,10.2605863192182,50.1085776330076,9.88056460369164,28.5207579426334,1.16,-1.16,20,0.330319764976135,5
4612,1566,569,2,0.184454186488732,0.001101784952519,Bergen op Zoom,36,220,115,105,30,30,45,80,45,90,10,,80,15,30,5,30,2.7,35,,,,10,10,10,,,,70,30,,,,10,745,4,0,0,16.3636363636364,0,20.4545454545455,36.3636363636364,20.4545454545455,13.6363636363636,47.7272727272727,4.54545454545455,27.0410823880612,10.68,-10.68,21,3.52168721571664,8
4613,1567,1825,1,0.060133802050733,0.000145445759401,Bergen op Zoom,900,3810,1875,1935,615,410,930,1230,630,70,10,10,1715,545,585,140,440,2.2,1675,320,35,10,925,360,10,5,,305,60,40,600,30,230,400,1895,2,1,195,23.6220472440945,5.11811023622047,16.5354330708661,32.2834645669291,24.4094488188976,10.761154855643,50.7874015748032,10.498687664042,24.8485181532786,1.23,-1.23,22,0.353785702113933,5
4614,1568,3327,2,0.293501090299248,0.001342347710669,Bergen op Zoom,2019,7115,3550,3565,1030,675,1625,1995,1790,80,10,10,3090,945,1090,230,815,2.2,3070,265,405,320,1235,685,145,10,,490,70,30,520,70,239,605,1614,2,1,215,28.3766690091356,3.02178496134926,25.1581166549543,28.0393534785664,22.8390723822909,9.48699929725931,50.1054111033029,8.50316233309909,29.9749197967522,1.6,-1.6,23,0.477819941270864,5
4615,1569,2864,1,0.088693032681215,0.000165956075317,Bergen op Zoom,1548,5450,2720,2730,745,540,1220,1535,1410,70,10,20,2575,985,815,205,560,2.1,2695,625,535,235,350,160,290,405,95,915,50,50,1130,195,201,615,2470,2,1,200,28.4036697247706,3.6697247706422,25.8715596330275,28.1651376146789,22.3853211009174,9.90825688073395,50.0917431192661,11.2844036697248,30.2845226604438,1.88,-1.88,24,0.571683689822056,5
4616,1570,508,1,0.047678148337584,9.2943522531e-05,Bergen op Zoom,204,720,365,355,170,45,295,110,100,70,10,10,290,65,100,10,115,2.5,290,,,,,,,165,125,110,60,40,70,10,271,35,1875,2,0,0,28.3333333333333,0,13.8888888888889,15.2777777777778,40.9722222222222,6.25,49.3055555555556,4.86111111111111,20.1587470619813,-8.17,8.17,25,-2.79735442781892,1
4617,1571,3215,1,0.214093181380586,0.001620756409154,Bergen op Zoom,2191,7540,3675,3865,1110,955,1335,2600,1545,80,10,10,3145,780,1110,175,1075,2.4,3140,,,,,1125,1830,165,15,930,70,30,430,60,286,380,1135,3,1,165,29.0583554376658,2.18832891246684,20.4907161803714,34.4827586206897,17.7055702917772,12.6657824933687,51.2599469496021,5.03978779840849,27.6556005257166,-1.4,1.4,26,-0.527863078920472,4
4621,1572,2209,1,0.040841762131007,8.6713069741e-05,Bergen op Zoom,755,4585,2295,2290,855,605,1245,1250,630,40,10,50,2085,860,460,235,510,2.2,2220,325,1125,120,80,200,10,5,350,790,40,60,1305,225,168,755,2950,1,1,95,16.4667393675027,2.07197382769902,13.7404580152672,27.2628135223555,27.1537622682661,13.1952017448201,49.9454743729553,16.4667393675027,20.948452480923,4.48,-4.48,27,1.44327564065455,6
4622,1573,286,1,0.143409108959533,0.000474099242719,Bergen op Zoom,112,475,250,230,60,65,110,145,95,80,10,10,200,65,60,15,60,2.3,185,45,40,55,10,5,10,15,,35,70,30,20,15,293,45,1612,2,1,10,23.5789473684211,2.10526315789474,20,30.5263157894737,23.1578947368421,13.6842105263158,48.421052631579,9.47368421052632,25.4450045285361,1.87,-1.87,28,0.568331413088085,5
4623,1574,1812,1,0.171963394444839,0.000780308825698,Bergen op Zoom,933,4045,1960,2085,745,465,955,1040,840,50,10,40,1815,675,470,200,455,2.2,1770,35,15,1465,150,,100,,,775,50,50,845,35,189,545,1745,2,1,70,23.0655129789864,1.73053152039555,20.7663782447466,25.7107540173053,23.6093943139679,11.495673671199,51.5451174289246,13.4734239802225,26.0745319418822,3.01,-3.01,29,0.950490960760793,6
4624,1575,3220,1,0.214000481561845,0.001162170043016,Bergen op Zoom,1634,6585,3180,3400,1045,770,1495,1745,1530,60,10,30,2985,1115,880,245,720,2.2,3060,280,625,1250,415,15,5,285,185,1180,50,50,1410,135,194,755,2252,2,1,165,24.8139711465452,2.50569476082005,23.2346241457859,26.4996203492787,22.703113135915,11.6932422171602,51.6324981017464,11.4654517843584,27.6633125246539,2.85,-2.85,30,0.896854533017255,6
4625,1576,1519,1,0.139075413330585,0.000552815635322,Bergen op Zoom,768,3385,1700,1685,590,415,810,990,580,70,10,20,1445,420,440,140,435,2.3,1445,340,100,455,255,10,75,145,65,150,60,40,485,60,233,330,967,4,1,75,22.6883308714919,2.21565731166913,17.1344165435746,29.2466765140325,23.9290989660266,12.2599704579025,49.7784342688331,9.74889217134417,24.1310683883839,1.44,-1.44,31,0.424183513527326,5
4631,1577,5584,1,0.285051989415227,0.002678793926427,Woensdrecht,2768,9390,4645,4745,1410,1010,2000,2750,2220,80,10,0,4080,1155,1430,295,1190,2.3,4195,185,945,920,665,490,305,555,125,525,70,30,1090,170,247,540,888,4,1,210,29.4781682641108,2.23642172523962,23.6421725239617,29.2864749733759,21.2992545260916,10.7561235356763,50.5324813631523,5.75079872204473,28.9663210802584,-0.51,0.51,32,-0.229510449597043,4
4634,1578,706,1,0.276876874939577,0.002410089229166,Woensdrecht,437,1480,755,725,195,170,260,535,315,80,10,0,660,180,250,45,175,2.2,650,60,180,120,25,180,45,35,,30,70,30,160,15,282,110,471,5,1,80,29.527027027027,5.40540540540541,21.2837837837838,36.1486486486487,17.5675675675676,11.4864864864865,48.9864864864865,7.43243243243243,28.9175587015398,-0.61,0.61,33,-0.263033216936754,4
4635,1579,1138,1,0.230717096943073,0.001294870384176,Woensdrecht,673,2100,1075,1025,245,235,355,730,540,90,10,0,905,240,365,50,250,2.3,895,80,115,270,110,140,135,35,15,95,80,20,100,40,294,105,259,5,1,170,32.047619047619,8.0952380952381,25.7142857142857,34.7619047619048,16.9047619047619,11.1904761904762,48.8095238095238,5,31.4862988895507,-0.56,0.56,34,-0.246271833266898,4
4641,1580,2793,1,0.331541904063435,0.003927799369046,Woensdrecht,1532,5145,2625,2525,695,540,1060,1565,1290,80,20,0,2240,635,870,110,620,2.2,2335,495,365,605,230,330,210,90,10,240,80,20,250,170,260,265,517,4,1,120,29.77648202138,2.33236151603499,25.0728862973761,30.4178814382896,20.6025267249757,10.4956268221574,49.0767735665695,5.15063168124393,30.18623938057,0.41,-0.41,35,0.0788990099283007,5
4645,1581,2315,1,0.247335810343209,0.002297188876279,Woensdrecht,1034,3760,1880,1875,470,355,815,1155,960,50,40,0,1735,570,615,115,435,2.1,1790,200,230,580,360,205,105,75,35,240,70,20,270,145,239,235,560,4,0,0,27.5,0,25.531914893617,30.718085106383,21.6755319148936,9.44148936170213,49.8670212765958,6.25,30.8003798064343,3.3,-3.3,36,1.04770698604596,6
4651,1582,6093,1,0.451885673945933,0.005085765883555,Steenbergen,3618,12970,6565,6400,1690,1495,3065,3820,2895,80,10,0,6270,2550,1930,350,1415,2,5470,660,1000,955,885,1035,420,395,115,985,70,30,1260,245,224,810,924,4,1,60,27.8951426368543,0.46260601387818,22.3207401696222,29.4525828835775,23.6314572089437,11.526599845798,49.3446414803393,6.24518118735544,27.5132592957206,-0.38,0.38,37,-0.185930852055418,4
4652,1583,221,3,0.044255270125551,3.2939296723e-05,Steenbergen,149,410,205,205,60,50,110,110,75,90,10,0,165,25,65,5,65,2.5,170,,,,,,70,40,60,25,80,20,10,10,294,15,1093,3,0,0,36.3414634146342,0,18.2926829268293,26.8292682926829,26.8292682926829,12.1951219512195,50,3.65853658536585,23.9956427309543,-12.35,12.35,38,-4.19860610261885,1
4655,1584,336,1,0.348183895094263,0.002743792309166,Steenbergen,175,745,395,350,115,75,160,260,135,90,10,0,315,90,115,15,95,2.4,300,120,50,25,55,15,20,5,5,10,80,20,30,20,241,45,41,5,0,0,23.489932885906,0,18.1208053691275,34.8993288590604,21.4765100671141,10.0671140939597,46.9798657718121,6.04026845637584,26.9346610548647,3.44,-3.44,39,1.09463886032155,6
4661,1585,5771,1,0.236066647805456,0.002119540417195,Bergen op Zoom,3485,12445,6215,6230,1945,1325,2545,3850,2780,90,10,0,5170,1370,1820,325,1650,2.3,5250,430,920,1245,810,690,375,685,95,635,70,30,1175,165,273,870,962,4,1,395,28.0032141422258,3.17396544797107,22.3382884692648,30.9361189232624,20.4499799116111,10.6468461229409,50.0602651667336,6.99075934110084,28.6536282115964,0.65,-0.65,40,0.159353651543608,5
4664,1586,884,1,0.182085420302424,0.0014619317192,Bergen op Zoom,551,1915,975,940,220,200,345,665,475,90,10,0,830,220,325,55,230,2.2,845,160,145,165,180,110,40,30,20,35,70,30,220,25,269,135,235,5,1,110,28.7728459530026,5.74412532637076,24.8041775456919,34.7258485639687,18.0156657963447,10.443864229765,49.0861618798956,7.04960835509138,31.119899660031,2.35,-2.35,41,0.729240696318699,6
4671,1587,2788,1,0.626010887184978,0.006508966257519,Steenbergen,1524,5690,2905,2785,875,565,1235,1780,1235,90,10,10,2490,745,855,160,725,2.3,2495,405,335,490,560,265,205,150,85,280,60,40,805,75,217,420,684,4,0,0,26.7838312829526,0,21.7047451669596,31.2829525483304,21.7047451669596,9.92970123022847,48.9455184534271,7.38137082601054,28.4672710957224,1.68,-1.68,42,0.504638155142633,5
4681,1589,1161,1,0.233152402994126,0.002246078951659,Steenbergen,676,2255,1175,1080,270,260,460,760,505,90,10,0,1000,280,395,60,260,2.2,1010,135,190,205,170,125,65,45,70,65,80,20,185,45,218,155,269,5,0,0,29.9778270509978,0,22.3946784922395,33.7028824833703,20.3991130820399,11.529933481153,47.8935698447894,6.87361419068736,28.7126498096137,-1.27,1.27,43,-0.484283481378848,4
4701,1597,4551,2,0.057741235249399,0.000165917008949,Roosendaal,1884,6305,3185,3120,555,655,1795,1745,1560,70,20,10,3755,2055,1035,215,425,1.7,3685,1345,540,140,280,405,560,325,85,2255,50,50,815,270,195,555,2901,1,1,100,29.8810467882633,1.58604282315623,24.7422680412371,27.6764472640761,28.4694686756542,10.3885804916733,49.4845360824742,8.80253766851705,28.3748825774585,-1.51,1.51,44,-0.564738122994155,4
4702,1598,6557,1,0.1280877714492,0.000383669352837,Roosendaal,2819,13185,6615,6570,2145,1580,3535,3615,2315,60,10,20,6240,2540,1625,565,1470,2.1,6100,1755,2310,590,305,140,490,480,35,1585,50,50,2485,230,183,1510,2116,2,1,10,21.3803564656807,0.0758437618505878,17.5578308684111,27.4175199089875,26.8107698141828,11.9833143723929,49.8293515358362,11.4524080394388,23.7623166973508,2.38,-2.38,45,0.739297526520612,6
4703,1599,4496,1,0.193742789541022,0.00137567289966,Roosendaal,1698,7435,3745,3690,1030,850,2045,1935,1575,60,20,20,3790,1835,955,270,695,1.9,3805,470,2165,290,55,235,385,115,90,1815,50,50,1345,220,165,850,1908,2,1,20,22.8379287155346,0.268997982515131,21.1835911230666,26.0255548083389,27.5050437121722,11.4324142568931,49.6301277740417,11.4324142568931,25.7678598107351,2.93,-2.93,46,0.923672746889024,6
4704,1600,599,1,0.130490149937847,0.000557887638933,Roosendaal,20,85,55,35,10,10,15,35,20,80,20,10,35,5,20,5,5,2.4,50,35,5,,,,,,,,60,40,,15,230,10,390,5,0,0,23.5294117647059,0,23.5294117647059,41.1764705882353,17.6470588235294,11.7647058823529,41.1764705882353,11.7647058823529,30.8256810765063,7.3,-7.3,47,2.3886176796344,8
4705,1601,401,1,0.138238686581347,0.000447277038667,Roosendaal,92,325,175,150,30,45,55,120,70,90,10,0,140,30,55,5,45,2.3,140,60,15,20,10,15,15,,,,90,10,,15,318,20,589,4,0,0,28.3076923076923,0,21.5384615384615,36.9230769230769,16.9230769230769,13.8461538461538,46.1538461538462,6.15384615384615,28.2155699604182,-0.09,0.09,48,-0.0887148267702554,4
4706,1602,5231,1,0.157774254432488,0.000944500536066,Roosendaal,3072,11315,5550,5765,1860,1265,2255,3430,2505,80,10,10,4645,1200,1640,370,1425,2.4,4780,95,40,265,3245,175,450,500,15,250,70,30,1225,105,263,855,1326,3,0,0,27.1498011489174,0,22.1387538665488,30.3137428192665,19.9292973928414,11.1798497569598,50.9500662836942,7.55634114007954,28.2871336555959,1.14,-1.14,49,0.323615211508193,5
